"Name","Tier","Family","vCPUs","MemoryGB","MaxDataDisks","NvmeDiskCount","Restrictions"
"Standard_M32ms","Standard","standardMSFamily","32","875","32",,"NotAvailableForSubscription"
"Standard_M32ts","Standard","standardMSFamily","32","192","32",,"NotAvailableForSubscription"
"Standard_M64","Standard","standardMSFamily","64","1024","64",,"NotAvailableForSubscription"
"Standard_M64-16ms","Standard","standardMSFamily","64","1792","64",,"NotAvailableForSubscription"
"Standard_M64-32ms","Standard","standardMSFamily","64","1792","64",,"NotAvailableForSubscription"
"Standard_M64ls","Standard","standardMSFamily","64","512","64",,"NotAvailableForSubscription"
"Standard_M64m","Standard","standardMSFamily","64","1792","64",,"NotAvailableForSubscription"
"Standard_M64ms","Standard","standardMSFamily","64","1792","64",,"NotAvailableForSubscription"
"Standard_M64s","Standard","standardMSFamily","64","1024","64",,"NotAvailableForSubscription"
"Standard_M8-2ms","Standard","standardMSFamily","8","218.75","8",,"NotAvailableForSubscription"
"Standard_M8-4ms","Standard","standardMSFamily","8","218.75","8",,"NotAvailableForSubscription"
"Standard_M8ms","Standard","standardMSFamily","8","218.75","8",,"NotAvailableForSubscription"
"Standard_M128ms_v2","Standard","standardMSMediumMemoryv2Family","128","3892","64",,"None"
"Standard_M128s_v2","Standard","standardMSMediumMemoryv2Family","128","2048","64",,"None"
"Standard_M32ms_v2","Standard","standardMSMediumMemoryv2Family","32","875","32",,"None"
"Standard_M64ms_v2","Standard","standardMSMediumMemoryv2Family","64","1792","64",,"None"
"Standard_M64s_v2","Standard","standardMSMediumMemoryv2Family","64","1024","64",,"None"
"Standard_M208ms_v2","Standard","standardMSv2Family","208","5700","64",,"None"
"Standard_M208s_v2","Standard","standardMSv2Family","208","2850","64",,"None"
"Standard_M416-208ms_v2","Standard","standardMSv2Family","416","11400","64",,"None"
"Standard_M416-208s_v2","Standard","standardMSv2Family","416","5700","64",,"None"
"Standard_M416ms_v2","Standard","standardMSv2Family","416","11400","64",,"None"
"Standard_M416s_10_v2","Standard","standardMSv2Family","416","9496","64",,"None"
"Standard_M416s_8_v2","Standard","standardMSv2Family","416","7600","64",,"None"
"Standard_M416s_9_v2","Standard","standardMSv2Family","416","8568","64",,"None"
"Standard_M416s_v2","Standard","standardMSv2Family","416","5700","64",,"None"
"Standard_ND96isr_H100_v5","Standard","standardNDSH100v5Family","96","1900","16",,"NotAvailableForSubscription; NotAvailableForSubscription"
"Standard_NV12ads_A10_v5","Standard","StandardNVADSA10v5Family","12","110","8",,"NotAvailableForSubscription; NotAvailableForSubscription"
"Standard_NV18ads_A10_v5","Standard","StandardNVADSA10v5Family","18","220","16",,"NotAvailableForSubscription; NotAvailableForSubscription"
"Standard_NV36adms_A10_v5","Standard","StandardNVADSA10v5Family","36","880","32",,"NotAvailableForSubscription; NotAvailableForSubscription"
"Standard_NV36ads_A10_v5","Standard","StandardNVADSA10v5Family","36","440","32",,"NotAvailableForSubscription; NotAvailableForSubscription"
"Standard_NV6ads_A10_v5","Standard","StandardNVADSA10v5Family","6","55","4",,"NotAvailableForSubscription; NotAvailableForSubscription"
"Standard_NV72ads_A10_v5","Standard","StandardNVADSA10v5Family","72","880","32",,"NotAvailableForSubscription; NotAvailableForSubscription"
"Standard_NV12s_v2","Standard","standardNVSv2Family","12","224","24",,"NotAvailableForSubscription"
"Standard_NV24s_v2","Standard","standardNVSv2Family","24","448","32",,"NotAvailableForSubscription"
"Standard_NV6s_v2","Standard","standardNVSv2Family","6","112","12",,"NotAvailableForSubscription"
"Standard_NV12s_v3","Standard","standardNVSv3Family","12","112","12",,"NotAvailableForSubscription; NotAvailableForSubscription"
"Standard_NV24s_v3","Standard","standardNVSv3Family","24","224","24",,"NotAvailableForSubscription; NotAvailableForSubscription"
"Standard_NV48s_v3","Standard","standardNVSv3Family","48","448","32",,"NotAvailableForSubscription; NotAvailableForSubscription"
"Standard_E80ids_v4","Standard","standardXEIDSv4Family","80","504","64",,"None"
"Standard_E80is_v4","Standard","standardXEISv4Family","80","504","64",,"None"
